frame,alpha_mean,alpha_max,disagreement_mean,temporal_risk_mean,BasicVSR_psnr,BasicVSR_ssim,BasicVSR_sharp,VSRGAN_psnr,VSRGAN_ssim,VSRGAN_sharp,RGB-Hybrid_psnr,RGB-Hybrid_ssim,RGB-Hybrid_sharp,FUGR-no-temporal_psnr,FUGR-no-temporal_ssim,FUGR-no-temporal_sharp,FUGR-temporal_psnr,FUGR-temporal_ssim,FUGR-temporal_sharp
00000054.png,0.01549533661454916,0.15114717185497284,0.02901107631623745,0.019206898286938667,27.092340845056306,0.7822399934132894,0.0017910553142428398,24.529426306626082,0.6983046929041544,0.006193284876644611,27.095221376213644,0.7823089361190796,0.0017986400052905083,27.102883950699383,0.7824877301851908,0.0018287658458575606,27.097603367593834,0.782374918460846,0.0018122929614037275
00000055.png,0.015323369763791561,0.14825719594955444,0.028767023235559464,0.01994253508746624,27.194103733906463,0.7823042869567871,0.0018061889568343759,24.6468550447071,0.6985475818316141,0.0061977822333574295,27.198148074375624,0.7823890844980875,0.0018122086767107248,27.208582225094705,0.7826173106829325,0.0018410730408504605,27.20043382704034,0.7824561595916748,0.001826743595302105
00000056.png,0.015513584017753601,0.14446772634983063,0.02851017564535141,0.01980525813996792,27.275463282811465,0.782575786113739,0.001780612044967711,24.73834495583368,0.699461301167806,0.006019466556608677,27.280100872760823,0.7826642990112305,0.0017862145323306322,27.29142416298618,0.7828956643740336,0.0018118669977411628,27.28243612877348,0.7827349901199341,0.001799961319193244
00000057.png,0.015794523060321808,0.14045919477939606,0.028529059141874313,0.019747784361243248,27.30999476236188,0.7827996611595154,0.0018386879237368703,24.73752192462493,0.7023831407229105,0.005975555162876844,27.31425013770863,0.7828894456227621,0.001843116944655776,27.323557380334375,0.7830933729807535,0.0018674657912924886,27.316683965625295,0.7829587658246359,0.0018565913196653128
00000058.png,0.015602477826178074,0.139444038271904,0.028409168124198914,0.0199073888361454,27.459126088388096,0.7828280131022135,0.001837048097513616,24.827236585469418,0.698937177658081,0.006099216174334288,27.463004426157337,0.7829049229621887,0.0018429988995194435,27.473127682413462,0.7830982605616251,0.0018689647549763322,27.46552534262654,0.7829729119936625,0.0018559317104518414
00000059.png,0.015970870852470398,0.14072288572788239,0.02821110188961029,0.019955679774284363,27.48571293844123,0.7832934061686198,0.0018762857653200626,24.929072176198407,0.700883944829305,0.006044986192137003,27.49172442198524,0.7833953301111857,0.0018816273659467697,27.506520407823253,0.7836542129516602,0.0019040846964344382,27.494112721628554,0.7834643125534058,0.0018948655342683196
00000060.png,0.016220828518271446,0.13544806838035583,0.028615234419703484,0.019539326429367065,27.446452120974886,0.7865903973579407,0.0019240968395024538,24.812705221328542,0.7071401476860046,0.006072310730814934,27.450976642574755,0.7866851290067037,0.0019273351645097136,27.46305798746556,0.7869302829106649,0.0019521802896633744,27.45381097818293,0.7867564558982849,0.0019402856705710292
00000061.png,0.016517437994480133,0.13755860924720764,0.028673559427261353,0.019470220431685448,27.381907124277788,0.7865359981854757,0.001959526911377907,24.757268562289315,0.7029098073641459,0.006224841345101595,27.38622139773653,0.7866147756576538,0.0019645406864583492,27.39609209504247,0.7868117292722067,0.0019906670786440372,27.38887880812232,0.7866844733556112,0.0019776364788413048
00000062.png,0.016462253406643867,0.14596185088157654,0.02840186096727848,0.020022736862301826,27.387594227010812,0.7864312132199606,0.0019651600159704685,24.811115699404162,0.7061806122461954,0.006257308181375265,27.39202980176578,0.78653617699941,0.001971383346244693,27.400975425151707,0.7867538134256998,0.0020000336226075888,27.394576163599954,0.7866024573644003,0.001984978560358286
00000063.png,0.016154028475284576,0.13955678045749664,0.028545858338475227,0.020243581384420395,27.549613438050834,0.7956423163414001,0.0019244764698669314,24.874845641217227,0.7138227621714274,0.006164827384054661,27.553113810953057,0.7957200606664022,0.0019306567264720798,27.562699531865988,0.7959141929944357,0.0019579166546463966,27.55589292961279,0.7957866986592611,0.0019444216741248965
00000064.png,0.01594097912311554,0.1448146104812622,0.028386259451508522,0.01962035521864891,27.60407628367203,0.8040160536766052,0.0018788195447996259,24.93514247051571,0.7247608701388041,0.006069923285394907,27.608909808388546,0.8041226466496786,0.0018852774519473314,27.620580027650163,0.8043478926022848,0.001913142972625792,27.611677615313745,0.804185132185618,0.0018992915283888578
00000065.png,0.01601867564022541,0.13961374759674072,0.028700537979602814,0.01822645030915737,27.510501170227005,0.7993171413739523,0.0017569068586453795,24.838910219977414,0.7205424706141154,0.005824047606438398,27.514608534167728,0.7993948459625244,0.0017629774520173669,27.52020456080311,0.7995707591374716,0.0017920748796314,27.516301653244312,0.7994632919629415,0.0017774953739717603
00000066.png,0.015768343582749367,0.1376851350069046,0.028021803125739098,0.01809520088136196,27.546411286481963,0.7958780924479166,0.0018057903507724404,24.928461618551637,0.7165708541870117,0.005870390683412552,27.55054644159411,0.7959482073783875,0.0018105288036167622,27.556695067543167,0.7961007952690125,0.0018365889554843307,27.552634921565726,0.7960102756818136,0.0018245804822072387
00000067.png,0.01468929834663868,0.13791881501674652,0.03178888559341431,0.019218849018216133,27.556545573515,0.7903671463330587,0.001795447082258761,24.421149622267816,0.711237907409668,0.005941333249211311,27.558987089328262,0.7904241879781088,0.0018012820510193706,27.565517120112595,0.7905595699946085,0.001828976790420711,27.56168576277104,0.7904821832974752,0.0018167940434068441
00000068.png,0.015496556647121906,0.1512605994939804,0.028221718966960907,0.019455265253782272,27.580588241664792,0.7843822240829468,0.0017804293893277645,24.92890985574271,0.7013833522796631,0.006074176169931889,27.5852576637796,0.7844811876614889,0.0017873684410005808,27.59366878856314,0.7846803466478983,0.0018156167352572083,27.58758628099757,0.7845490972201029,0.001801981939934194
00000069.png,0.016431204974651337,0.15227466821670532,0.028125181794166565,0.01832972839474678,27.43937513929279,0.7737050255139669,0.0017112792702391744,24.930958810039016,0.7016283869743347,0.0051915585063397884,27.442938705269345,0.7737572391827902,0.0017123667057603598,27.45230035838773,0.7739537159601847,0.001731187105178833,27.445527735158937,0.7738370895385742,0.0017264942871406674
00000070.png,0.016589689999818802,0.14132049679756165,0.029477005824446678,0.018362341448664665,27.42335101611154,0.7738126913706461,0.0017354252049699426,24.803944214161028,0.6988316973050436,0.005394439212977886,27.42916932607767,0.7739062905311584,0.0017372521106153727,27.43803013100692,0.7741124828656515,0.0017583578592166305,27.430626871123103,0.7739749749501547,0.0017513732891529799
00000071.png,0.016632696613669395,0.14572210609912872,0.02820393070578575,0.018961487337946892,27.37657674553915,0.7720031340916952,0.001723322900943458,24.869335244264896,0.6939671834309896,0.005504142958670855,27.380185379950625,0.772077739238739,0.0017267059301957488,27.383943170913064,0.7722133199373881,0.0017484943382441998,27.381511483158285,0.7721407810846964,0.0017398707568645477
